Song,Artist,Date,Streams,Rank,Country,Links,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/4/20,"125,406",2,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Falling,Trevor Daniel,3/4/20,"123,685",3,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/4/20,"122,667",4,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/4/20,"121,864",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/5/20,"143,725",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/5/20,"128,945",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/5/20,"124,417",3,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Falling,Trevor Daniel,3/5/20,"124,293",4,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/5/20,"120,483",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/6/20,"145,705",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/6/20,"134,088",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/6/20,"127,644",3,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/6/20,"125,617",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/6/20,"122,698",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/7/20,"144,064",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/7/20,"132,890",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/7/20,"128,957",3,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Falling,Trevor Daniel,3/7/20,"126,436",4,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/7/20,"121,104",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/8/20,"137,337",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/8/20,"124,009",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/8/20,"122,247",3,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Falling,Trevor Daniel,3/8/20,"119,257",4,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
