Song,Artist,Date,Streams,Rank,Country,Links,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/8/20,"112,974",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/9/20,"137,768",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/9/20,"125,115",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/9/20,"123,968",3,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Falling,Trevor Daniel,3/9/20,"123,261",4,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/9/20,"115,233",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/10/20,"121,525",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/10/20,"113,090",2,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Intentions (feat. Quavo),Justin Bieber,3/10/20,"111,198",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/10/20,"110,105",4,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
"Ghungroo (From ""War"")","Arijit Singh, Shilpa Rao",3/10/20,"101,639",5,in,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,-6.274,0.0323,0.0744,0.000175,0.533,0.864,118.034,"['desi pop', 'filmi', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/11/20,"142,075",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/11/20,"125,182",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/11/20,"123,333",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/11/20,"115,132",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/11/20,"111,244",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/12/20,"139,762",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/12/20,"124,418",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/12/20,"122,433",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/12/20,"115,688",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/12/20,"108,191",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/13/20,"138,725",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/13/20,"128,236",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/13/20,"123,156",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/13/20,"113,546",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/13/20,"108,203",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/14/20,"135,669",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/14/20,"128,447",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/14/20,"122,189",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/14/20,"113,410",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Ghungroo (From ""War"")","Arijit Singh, Shilpa Rao",3/14/20,"106,848",5,in,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,-6.274,0.0323,0.0744,0.000175,0.533,0.864,118.034,"['desi pop', 'filmi', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/15/20,"130,800",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/15/20,"121,974",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/15/20,"115,884",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/15/20,"108,951",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Ghungroo (From ""War"")","Arijit Singh, Shilpa Rao",3/15/20,"104,934",5,in,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,-6.274,0.0323,0.0744,0.000175,0.533,0.864,118.034,"['desi pop', 'filmi', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/16/20,"135,972",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/16/20,"127,048",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/16/20,"121,844",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/16/20,"113,329",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/16/20,"104,331",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/17/20,"133,313",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/17/20,"125,797",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/17/20,"120,085",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/17/20,"111,532",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/17/20,"103,485",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Shayad,"Pritam, Arijit Singh",3/18/20,"131,757",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/18/20,"130,093",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/18/20,"125,238",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/18/20,"112,186",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,3/18/20,"102,998",5,in,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,-6.503,0.0623,0.329,1.85E-05,0.329,0.311,156.396,['desi pop']
Falling,Trevor Daniel,3/19/20,"127,253",1,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Shayad,"Pritam, Arijit Singh",3/19/20,"126,715",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/19/20,"122,286",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/19/20,"109,398",4,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Badshah, Neha Kakkar",3/19/20,"101,002",5,in,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF,0.788,0.87,-5.217,0.177,0.123,1.43E-05,0.0692,0.884,109.974,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/20/20,"124,666",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/20/20,"123,623",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/20/20,"118,498",3,in,https://open.spotify.com/track/0kPmcPPkjoyfLhUwHLWrk0,0.515,0.731,-5.934,0.0592,0.00146,9.59E-05,0.0897,0.336,171.004,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Intentions (feat. Quavo),Justin Bieber,3/20/20,"117,049",4,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/20/20,"106,045",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/21/20,"122,027",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/21/20,"120,097",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/21/20,"115,720",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/21/20,"111,664",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/21/20,"106,237",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/22/20,"109,255",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,3/22/20,"104,639",2,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,3/22/20,"101,853",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/22/20,"100,758",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/22/20,"92,436",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/23/20,"117,642",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/23/20,"115,037",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/23/20,"114,416",3,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/23/20,"106,048",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/23/20,"98,082",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/24/20,"121,283",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/24/20,"111,656",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/24/20,"110,308",3,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/24/20,"101,829",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/24/20,"94,882",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/25/20,"126,926",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/25/20,"113,817",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/25/20,"112,874",3,in,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/25/20,"103,233",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/25/20,"94,470",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/26/20,"132,869",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/26/20,"118,756",2,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/26/20,"114,223",3,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/26/20,"105,295",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",3/26/20,"99,248",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Shayad,"Pritam, Arijit Singh",3/27/20,"131,498",1,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Genda Phool (feat. Payal Dev),Badshah,3/27/20,"126,076",2,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/27/20,"119,562",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/27/20,"113,007",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/27/20,"104,713",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,3/28/20,"150,436",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/28/20,"128,549",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/28/20,"119,221",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/28/20,"111,793",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/28/20,"102,123",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,3/29/20,"168,545",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/29/20,"128,949",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/29/20,"115,348",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
