Song,Artist,Date,Streams,Rank,Country,Links,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
Blinding Lights,The Weeknd,5/3/20,"364,216",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/3/20,"305,565",3,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Blueberry Faygo,Lil Mosey,5/3/20,"244,232",4,gb,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/3/20,"238,108",5,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Toosie Slide,Drake,5/4/20,"419,945",1,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Blinding Lights,The Weeknd,5/4/20,"387,386",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/4/20,"343,100",3,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/4/20,"295,460",4,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blueberry Faygo,Lil Mosey,5/4/20,"276,629",5,gb,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Toosie Slide,Drake,5/5/20,"415,409",1,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Blinding Lights,The Weeknd,5/5/20,"393,604",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/5/20,"345,637",3,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/5/20,"308,881",4,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blueberry Faygo,Lil Mosey,5/5/20,"279,510",5,gb,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/6/20,"426,558",1,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/6/20,"422,880",2,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/6/20,"376,668",3,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/6/20,"342,733",4,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blueberry Faygo,Lil Mosey,5/6/20,"291,434",5,gb,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/7/20,"427,035",1,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/7/20,"412,061",2,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/7/20,"372,865",3,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Roses - Imanbek Remix,SAINt JHN,5/7/20,"371,289",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Blueberry Faygo,Lil Mosey,5/7/20,"288,814",5,gb,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/8/20,"487,605",1,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/8/20,"418,770",2,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/8/20,"411,946",3,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/8/20,"386,293",4,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Stuck with U (with Justin Bieber),Ariana Grande,5/8/20,"385,825",5,gb,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,178.765,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/9/20,"473,150",1,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/9/20,"406,605",2,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Toosie Slide,Drake,5/9/20,"405,069",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/9/20,"388,912",4,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Stuck with U (with Justin Bieber),Ariana Grande,5/9/20,"295,183",5,gb,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,178.765,"['pop', 'post-teen pop']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/10/20,"325,812",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/10/20,"322,702",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/10/20,"295,401",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/10/20,"268,591",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
GOOBA,6ix9ine,5/10/20,"257,152",5,gb,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/11/20,"389,338",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/11/20,"361,369",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/11/20,"332,577",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/11/20,"310,932",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
GOOBA,6ix9ine,5/11/20,"279,599",5,gb,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/12/20,"408,565",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/12/20,"370,114",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/12/20,"341,894",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/12/20,"318,934",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/12/20,"267,440",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/13/20,"429,423",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/13/20,"368,366",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/13/20,"338,115",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/13/20,"315,417",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/13/20,"270,959",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/14/20,"458,327",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/14/20,"380,444",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/14/20,"343,841",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/14/20,"325,536",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/14/20,"275,374",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/15/20,"480,671",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/15/20,"400,401",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/15/20,"356,623",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/15/20,"335,874",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/15/20,"279,872",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/16/20,"457,501",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/16/20,"392,055",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/16/20,"341,978",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/16/20,"322,277",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/16/20,"268,456",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/17/20,"429,977",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/17/20,"348,364",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/17/20,"307,107",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/17/20,"285,330",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/17/20,"249,551",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/18/20,"474,805",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/18/20,"362,939",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/18/20,"327,838",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/18/20,"308,728",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
death bed (coffee for your head),"Powfu, beabadoobee",5/18/20,"267,450",5,gb,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/19/20,"494,577",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/19/20,"380,177",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/19/20,"342,186",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/19/20,"324,376",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Rover (feat. DTG),S1mba,5/19/20,"275,944",5,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/20/20,"534,084",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/20/20,"434,760",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/20/20,"377,539",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/20/20,"372,502",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Rover (feat. DTG),S1mba,5/20/20,"316,770",5,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/21/20,"503,040",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/21/20,"383,418",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/21/20,"337,113",3,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/21/20,"327,381",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Rover (feat. DTG),S1mba,5/21/20,"282,518",5,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/22/20,"505,233",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/22/20,"472,715",2,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Cap (feat. Offset),KSI,5/22/20,"375,746",3,gb,https://open.spotify.com/track/3xcgXaHFeoCs0xTRJvqDGm,0.756,0.652,-7.617,0.113,0.208,0,0.145,0.787,135.126,['uk hip hop']
Blinding Lights,The Weeknd,5/22/20,"366,782",4,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Houdini (feat. Swarmz & Tion Wayne),KSI,5/22/20,"344,344",5,gb,https://open.spotify.com/track/1iTBugGyk1aif7Lp7FMEg2,0.549,0.522,-8.471,0.219,0.000286,6.32E-05,0.13,0.708,104.509,['uk hip hop']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/23/20,"482,066",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/23/20,"420,242",2,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/23/20,"360,738",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/23/20,"302,546",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/23/20,"294,982",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
