Song,Artist,Date,Streams,Rank,Country,Links,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
Blinding Lights,The Weeknd,5/7/20,"1,117,169",5,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Stuck with U (with Justin Bieber),Ariana Grande,5/8/20,"2,365,819",1,us,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,178.765,"['pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/8/20,"1,589,502",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/8/20,"1,526,252",3,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Toosie Slide,Drake,5/8/20,"1,281,551",4,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Blinding Lights,The Weeknd,5/8/20,"1,169,699",5,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Stuck with U (with Justin Bieber),Ariana Grande,5/9/20,"1,584,889",1,us,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,178.765,"['pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/9/20,"1,583,509",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/9/20,"1,565,207",3,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
GOOBA,6ix9ine,5/9/20,"1,512,145",4,us,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
Toosie Slide,Drake,5/9/20,"1,272,170",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/10/20,"1,391,804",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/10/20,"1,384,124",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
GOOBA,6ix9ine,5/10/20,"1,377,186",3,us,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
Stuck with U (with Justin Bieber),Ariana Grande,5/10/20,"1,135,987",4,us,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.597,0.45,-6.658,0.0418,0.223,0,0.382,0.537,178.765,"['pop', 'post-teen pop']"
Toosie Slide,Drake,5/10/20,"1,105,242",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/11/20,"1,492,175",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/11/20,"1,402,272",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
GOOBA,6ix9ine,5/11/20,"1,328,508",3,us,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
Toosie Slide,Drake,5/11/20,"1,090,305",4,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Blueberry Faygo,Lil Mosey,5/11/20,"1,088,621",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/12/20,"1,595,049",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/12/20,"1,444,693",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
GOOBA,6ix9ine,5/12/20,"1,264,205",3,us,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
Toosie Slide,Drake,5/12/20,"1,145,581",4,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Blueberry Faygo,Lil Mosey,5/12/20,"1,136,586",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/13/20,"1,650,014",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/13/20,"1,441,344",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
GOOBA,6ix9ine,5/13/20,"1,178,434",3,us,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
Toosie Slide,Drake,5/13/20,"1,158,995",4,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Blueberry Faygo,Lil Mosey,5/13/20,"1,158,625",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/14/20,"1,667,798",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/14/20,"1,402,308",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blueberry Faygo,Lil Mosey,5/14/20,"1,157,813",3,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Toosie Slide,Drake,5/14/20,"1,123,976",4,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
GOOBA,6ix9ine,5/14/20,"1,107,481",5,us,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,-5.688,0.341,0.0264,0,0.251,0.393,178.462,['emo rap']
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/15/20,"1,775,616",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/15/20,"1,457,592",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Solitaires (feat. Travis Scott),Future,5/15/20,"1,260,676",3,us,https://open.spotify.com/track/4kfeRwpq5KUaqTkgi4TbDF,0.691,0.632,-7.598,0.0513,0.122,0,0.0646,0.488,169.982,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Blueberry Faygo,Lil Mosey,5/15/20,"1,184,000",4,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/15/20,"1,156,482",5,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/16/20,"1,776,791",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/16/20,"1,433,173",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/16/20,"1,168,172",3,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/16/20,"1,166,081",4,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Toosie Slide,Drake,5/16/20,"1,105,737",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/17/20,"1,574,346",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/17/20,"1,265,862",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blueberry Faygo,Lil Mosey,5/17/20,"1,048,352",3,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/17/20,"1,028,962",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/17/20,"968,289",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/18/20,"1,637,362",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/18/20,"1,274,775",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blueberry Faygo,Lil Mosey,5/18/20,"1,104,363",3,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/18/20,"1,034,819",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/18/20,"967,630",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/19/20,"1,680,769",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/19/20,"1,285,751",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blueberry Faygo,Lil Mosey,5/19/20,"1,144,563",3,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/19/20,"1,060,163",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/19/20,"988,975",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/20/20,"1,697,927",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/20/20,"1,282,811",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blueberry Faygo,Lil Mosey,5/20/20,"1,151,114",3,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/20/20,"1,071,544",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/20/20,"988,261",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/21/20,"1,728,181",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/21/20,"1,304,173",2,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blueberry Faygo,Lil Mosey,5/21/20,"1,156,739",3,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Blinding Lights,The Weeknd,5/21/20,"1,095,662",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/21/20,"992,418",5,us,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/22/20,"2,234,783",1,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/22/20,"1,835,106",2,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/22/20,"1,344,563",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/22/20,"1,145,927",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/22/20,"1,137,765",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/23/20,"1,782,358",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/23/20,"1,687,797",2,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/23/20,"1,313,345",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/23/20,"1,135,805",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/23/20,"1,092,723",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/24/20,"1,634,858",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/24/20,"1,385,449",2,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/24/20,"1,209,247",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/24/20,"1,056,693",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/24/20,"1,020,203",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/25/20,"1,606,066",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/25/20,"1,285,339",2,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/25/20,"1,186,098",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/25/20,"1,033,240",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/25/20,"1,024,855",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/26/20,"1,659,129",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/26/20,"1,313,003",2,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/26/20,"1,218,363",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/26/20,"1,043,652",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/26/20,"1,039,344",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/27/20,"1,650,681",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/27/20,"1,232,468",2,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/27/20,"1,199,244",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
Blinding Lights,The Weeknd,5/27/20,"1,046,412",4,us,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Blueberry Faygo,Lil Mosey,5/27/20,"1,017,078",5,us,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/28/20,"1,622,996",1,us,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/28/20,"1,214,062",2,us,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",5/28/20,"1,151,340",3,us,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,[]
